shots.team,shots.player,shots.minute,shots.outcome.name,shots.type.name,shots.body.part,shots.technique
Manchester City WFC,Georgia Stanway,1,Saved,Open Play,Right Foot,Normal
Chelsea LFC,Ramona Bachmann,4,Blocked,Open Play,Head,Normal
Chelsea LFC,Bethany England,5,Off T,Open Play,Right Foot,Normal
Manchester City WFC,Melissa Lawley,18,Blocked,Open Play,Right Foot,Normal
Manchester City WFC,Jennifer Beattie,18,Saved,Open Play,Head,Normal
Chelsea LFC,Bethany England,22,Saved,Open Play,Left Foot,Normal
Manchester City WFC,Nikita Parris,24,Off T,Open Play,Left Foot,Normal
Chelsea LFC,Karen Julia Carney,33,Off T,Free Kick,Right Foot,Normal
Manchester City WFC,Melissa Lawley,35,Saved,Open Play,Right Foot,Normal
Chelsea LFC,Maren Nævdal Mjelde,35,Saved,Open Play,Right Foot,Normal
Chelsea LFC,Karen Julia Carney,39,Off T,Open Play,Right Foot,Normal
Chelsea LFC,So-yun Ji,40,Blocked,Open Play,Right Foot,Normal
Chelsea LFC,Ramona Bachmann,45,Saved,Open Play,Right Foot,Normal
Manchester City WFC,Georgia Stanway,46,Off T,Open Play,Right Foot,Normal
Manchester City WFC,Stephanie Houghton,53,Off T,Open Play,Head,Normal
Manchester City WFC,Stephanie Houghton,55,Off T,Open Play,Head,Diving Header
Manchester City WFC,Stephanie Houghton,59,Off T,Free Kick,Right Foot,Normal
Manchester City WFC,Melissa Lawley,61,Blocked,Open Play,Right Foot,Normal
Manchester City WFC,Stephanie Houghton,61,Blocked,Open Play,Head,Diving Header
Chelsea LFC,Ramona Bachmann,61,Off T,Open Play,Right Foot,Backheel
Manchester City WFC,Nikita Parris,63,Off T,Open Play,Right Foot,Half Volley
Chelsea LFC,Ramona Bachmann,65,Saved,Open Play,Left Foot,Normal
Chelsea LFC,So-yun Ji,69,Blocked,Open Play,Right Foot,Normal
Manchester City WFC,Nadia Nadim,70,Off T,Open Play,Right Foot,Normal
Chelsea LFC,Francesca Kirby,73,Off T,Open Play,Right Foot,Normal
Manchester City WFC,Jennifer Beattie,74,Wayward,Open Play,Head,Normal
Manchester City WFC,Nikita Parris,74,Blocked,Open Play,Right Foot,Normal
Manchester City WFC,Nikita Parris,74,Blocked,Open Play,Right Foot,Volley
Chelsea LFC,Drew Spence,83,Saved,Open Play,Right Foot,Normal
Chelsea LFC,Erin Cuthbert,90,Saved,Open Play,Right Foot,Normal
Chelsea LFC,Drew Spence,94,Blocked,Open Play,Right Foot,Normal
Bristol City WFC,Ella Rutherford,20,Wayward,Open Play,Right Foot,Overhead Kick
Bristol City WFC,Juliette Kemppi,25,Saved,Open Play,Left Foot,Normal
Bristol City WFC,Ella Rutherford,29,Wayward,Open Play,Left Foot,Normal
Brighton & Hove Albion WFC,Kayleigh Green,35,Saved,Open Play,Right Foot,Normal
Bristol City WFC,Lucy Graham,38,Off T,Open Play,Left Foot,Normal
Bristol City WFC,Danique Kerkdijk,47,Off T,Open Play,Right Foot,Volley
Brighton & Hove Albion WFC,Kate Natkiel,51,Blocked,Open Play,Right Foot,Normal
Brighton & Hove Albion WFC,Bethan Roe,52,Saved,Open Play,Left Foot,Normal
Brighton & Hove Albion WFC,Laura Rafferty,53,Off T,Open Play,Right Foot,Half Volley
Brighton & Hove Albion WFC,Kayleigh Green,57,Off T,Open Play,Head,Normal
Bristol City WFC,Lucy Graham,70,Goal,Open Play,Right Foot,Lob
Bristol City WFC,Carla Humphrey,77,Blocked,Open Play,Right Foot,Normal
Bristol City WFC,Lucy Graham,91,Saved,Open Play,Right Foot,Normal
Reading WFC,Fara Tanya Franki Williams Merrett,2,Off T,Open Play,Left Foot,Half Volley
Reading WFC,Gemma Suzanne Davison,4,Goal,Open Play,Right Foot,Lob
Yeovil Town LFC,Anne-Marie Heatherson,7,Saved,Open Play,Head,Normal
Reading WFC,Brooke Chaplen,9,Off T,Open Play,Head,Normal
Reading WFC,Fara Tanya Franki Williams Merrett,10,Goal,Open Play,Left Foot,Normal
Reading WFC,Brooke Chaplen,24,Off T,Open Play,Right Foot,Normal
Reading WFC,Mayumi Pacheco,26,Off T,Open Play,Left Foot,Normal
Reading WFC,Natasha Harding,28,Off T,Open Play,Right Foot,Normal
Yeovil Town LFC,Olivia Fergusson,29,Saved,Open Play,Right Foot,Normal
Yeovil Town LFC,Megan Alexander,29,Blocked,Open Play,Left Foot,Normal
Reading WFC,Brooke Chaplen,43,Off T,Open Play,Right Foot,Normal
Reading WFC,Natasha Harding,44,Blocked,Open Play,Right Foot,Normal
Reading WFC,Sophie Howard,44,Off T,Open Play,Right Foot,Volley
Reading WFC,Fara Tanya Franki Williams Merrett,47,Saved,Open Play,Right Foot,Normal
Yeovil Town LFC,Olivia Fergusson,45,Blocked,Open Play,Left Foot,Normal
Reading WFC,Lauren Bruton,46,Off T,Open Play,Right Foot,Half Volley
Reading WFC,Brooke Chaplen,49,Blocked,Open Play,Left Foot,Normal
Reading WFC,Gemma Suzanne Davison,50,Off T,Open Play,Right Foot,Normal
Reading WFC,Brooke Chaplen,56,Off T,Open Play,Right Foot,Normal
Reading WFC,Lauren Bruton,58,Goal,Penalty,Right Foot,Normal
Reading WFC,Remi Allen,60,Goal,Open Play,Head,Normal
Reading WFC,Lauren Bruton,65,Off T,Open Play,Right Foot,Normal
Reading WFC,Rachel Furness,68,Blocked,Open Play,Left Foot,Normal
Reading WFC,Gemma Suzanne Davison,70,Off T,Open Play,Right Foot,Normal
Reading WFC,Natasha Harding,72,Blocked,Open Play,Left Foot,Normal
Reading WFC,Rachel Furness,73,Off T,Open Play,Head,Normal
Reading WFC,Brooke Chaplen,76,Saved,Open Play,Left Foot,Normal
Reading WFC,Gemma Suzanne Davison,79,Post,Open Play,Right Foot,Normal
Reading WFC,Brooke Chaplen,80,Off T,Open Play,Left Foot,Normal
Reading WFC,Charlotte Estcourt,82,Off T,Open Play,Left Foot,Normal
Reading WFC,Gemma Suzanne Davison,85,Off T,Open Play,Right Foot,Normal
Reading WFC,Brooke Chaplen,87,Off T,Open Play,Right Foot,Normal
Yeovil Town LFC,Emily Syme,90,Saved,Open Play,Right Foot,Normal
Yeovil Town LFC,Olivia Fergusson,90,Off T,Open Play,Right Foot,Normal
Reading WFC,Brooke Chaplen,91,Saved,Open Play,Head,Normal
Arsenal WFC,Vivianne Miedema,5,Blocked,Open Play,Right Foot,Normal
Arsenal WFC,Vivianne Miedema,5,Goal,Open Play,Right Foot,Normal
Arsenal WFC,Lisa Evans,13,Goal,Open Play,Right Foot,Normal
Arsenal WFC,Danielle Van de Donk,19,Blocked,Open Play,Left Foot,Normal
Liverpool WFC,Laura Coombs,20,Blocked,Open Play,Left Foot,Volley
Liverpool WFC,Christie Murray,20,Blocked,Open Play,Right Foot,Normal
Arsenal WFC,Vivianne Miedema,23,Saved,Open Play,Right Foot,Normal
Arsenal WFC,Katie McCabe,24,Blocked,Open Play,Left Foot,Normal
Arsenal WFC,Louise Quinn,25,Wayward,Open Play,Head,Normal
Arsenal WFC,Louise Quinn,25,Off T,Open Play,Head,Normal
Liverpool WFC,Christie Murray,28,Saved,Open Play,Left Foot,Normal
Arsenal WFC,Kim Little,34,Goal,Open Play,Left Foot,Normal
Arsenal WFC,Vivianne Miedema,35,Blocked,Open Play,Left Foot,Normal
Arsenal WFC,Vivianne Miedema,38,Blocked,Open Play,Right Foot,Normal
Arsenal WFC,Bethany Mead,45,Post,Open Play,Right Foot,Normal
Liverpool WFC,Rinsola Babajide,48,Off T,Open Play,Left Foot,Normal
Liverpool WFC,Rinsola Babajide,54,Blocked,Open Play,Left Foot,Normal
Liverpool WFC,Christie Murray,54,Off T,Open Play,Right Foot,Normal
Arsenal WFC,Jordan Nobbs,59,Saved,Open Play,Right Foot,Normal
Arsenal WFC,Vivianne Miedema,61,Blocked,Open Play,Left Foot,Normal
Arsenal WFC,Vivianne Miedema,65,Blocked,Open Play,Left Foot,Normal
Arsenal WFC,Jordan Nobbs,70,Saved,Open Play,Right Foot,Normal
Arsenal WFC,Lia Joelle Wälti,76,Blocked,Open Play,Left Foot,Normal
Liverpool WFC,Niamh Charles,77,Saved,Open Play,Left Foot,Normal
Liverpool WFC,Sophie Elizabeth Bradley-Auckland,78,Saved,Open Play,Head,Normal
Arsenal WFC,Katie McCabe,80,Saved,Open Play,Left Foot,Normal
Arsenal WFC,Vivianne Miedema,81,Off T,Open Play,Left Foot,Normal
Arsenal WFC,Jordan Nobbs,84,Off T,Open Play,Right Foot,Normal
Arsenal WFC,Vivianne Miedema,89,Goal,Open Play,Right Foot,Normal
Liverpool WFC,Courtney Sweetman-Kirk,91,Off T,Open Play,Right Foot,Normal
Birmingham City WFC,Charlie Wellings,0,Goal,Open Play,Right Foot,Normal
Birmingham City WFC,Hayley Ladd,42,Off T,Open Play,Right Foot,Volley
Birmingham City WFC,Ellen White,44,Off T,Open Play,Head,Normal
Birmingham City WFC,Ellen White,47,Blocked,Open Play,Right Foot,Normal
Birmingham City WFC,Charlie Wellings,47,Saved,Open Play,Left Foot,Normal
Birmingham City WFC,Lucy Quinn,48,Blocked,Open Play,Right Foot,Normal
Birmingham City WFC,Kerys Harrop,49,Wayward,Open Play,Other,Normal
Birmingham City WFC,Ellen White,51,Blocked,Open Play,Right Foot,Normal
Birmingham City WFC,Kerys Harrop,52,Wayward,Open Play,Other,Normal
Birmingham City WFC,Lucy Quinn,52,Saved,Open Play,Right Foot,Volley
Everton LFC,Claudia Walker,52,Blocked,Open Play,Right Foot,Normal
Birmingham City WFC,Ellen White,56,Off T,Open Play,Right Foot,Volley
Birmingham City WFC,Paige Williams,65,Post,Open Play,Left Foot,Normal
Birmingham City WFC,Charlie Wellings,66,Off T,Open Play,Left Foot,Volley
Birmingham City WFC,Hayley Ladd,69,Wayward,Open Play,Right Foot,Volley
Birmingham City WFC,Lucy Staniforth,73,Saved,Free Kick,Right Foot,Normal
Birmingham City WFC,Ellen White,74,Off T,Open Play,Right Foot,Volley
Everton LFC,Claudia Walker,80,Saved,Open Play,Right Foot,Normal
Birmingham City WFC,Kerys Harrop,85,Wayward,Open Play,Head,Normal
Everton LFC,Chloe Kelly,86,Off T,Open Play,Right Foot,Normal
Everton LFC,Georgia Brougham,89,Off T,Open Play,Right Foot,Normal
Birmingham City WFC,Charlie Wellings,91,Off T,Open Play,Right Foot,Normal
Everton LFC,Siri Worm,93,Wayward,Open Play,Head,Normal
Everton LFC,Dominique Bruinenberg,93,Off T,Open Play,Left Foot,Normal
Reading WFC,Fara Tanya Franki Williams Merrett,4,Saved,Open Play,Left Foot,Normal
West Ham United LFC,Alisha Lehmann,10,Post,Open Play,Right Foot,Normal
Reading WFC,Gemma Suzanne Davison,12,Blocked,Open Play,Left Foot,Normal
West Ham United LFC,Brianna Visalli,12,Off T,Open Play,Right Foot,Normal
West Ham United LFC,Brianna Visalli,15,Blocked,Open Play,Right Foot,Normal
West Ham United LFC,Brianna Visalli,16,Off T,Open Play,Right Foot,Normal
Reading WFC,Brooke Chaplen,22,Saved,Open Play,Left Foot,Normal
Reading WFC,Fara Tanya Franki Williams Merrett,22,Blocked,Open Play,Right Foot,Normal
Reading WFC,Brooke Chaplen,30,Saved,Open Play,Right Foot,Normal
Reading WFC,Josanne Potter,31,Blocked,Open Play,Left Foot,Normal
West Ham United LFC,Jane Ross,37,Off T,Open Play,Left Foot,Normal
West Ham United LFC,Brooke Hendrix,39,Off T,Open Play,Head,Normal
Reading WFC,Remi Allen,45,Saved,Open Play,Right Foot,Normal
West Ham United LFC,Julia Simic,46,Saved,Open Play,Left Foot,Normal
Reading WFC,Remi Allen,51,Blocked,Open Play,Right Foot,Normal
Reading WFC,Sophie Howard,51,Off T,Open Play,Right Foot,Normal
Reading WFC,Josanne Potter,59,Saved,Free Kick,Right Foot,Normal
Reading WFC,Remi Allen,59,Saved,Open Play,Right Foot,Normal
Reading WFC,Gemma Suzanne Davison,67,Off T,Open Play,Right Foot,Normal
West Ham United LFC,Leanne Kiernan,71,Off T,Open Play,Right Foot,Normal
West Ham United LFC,Brooke Hendrix,79,Saved,Open Play,Head,Normal
Reading WFC,Rebecca Jane,88,Post,Open Play,Head,Normal
Chelsea LFC,Francesca Kirby,3,Off T,Open Play,Left Foot,Normal
Bristol City WFC,Lucy Graham,9,Wayward,Open Play,Right Foot,Normal
Chelsea LFC,Millie Bright,11,Wayward,Open Play,Head,Normal
Chelsea LFC,Ramona Bachmann,13,Off T,Open Play,Left Foot,Normal
Chelsea LFC,Ramona Bachmann,14,Saved,Open Play,Right Foot,Normal
Chelsea LFC,Ramona Bachmann,20,Post,Open Play,Right Foot,Normal
Chelsea LFC,Karen Julia Carney,20,Off T,Open Play,Right Foot,Normal
Chelsea LFC,Karen Julia Carney,34,Blocked,Open Play,Right Foot,Normal
Chelsea LFC,Karen Julia Carney,34,Off T,Open Play,Right Foot,Normal
Chelsea LFC,Erin Cuthbert,39,Off T,Open Play,Right Foot,Normal
Bristol City WFC,Lucy Graham,41,Saved,Open Play,Right Foot,Normal
Chelsea LFC,Ramona Bachmann,43,Saved,Open Play,Right Foot,Normal
Chelsea LFC,Maren Nævdal Mjelde,44,Blocked,Open Play,Right Foot,Normal
Chelsea LFC,Hannah Jayne Blundell,44,Saved,Open Play,Right Foot,Normal
Chelsea LFC,So-yun Ji,49,Saved,Open Play,Left Foot,Normal
Chelsea LFC,Francesca Kirby,54,Saved,Open Play,Head,Normal
Chelsea LFC,Ramona Bachmann,56,Saved,Open Play,Right Foot,Normal
Chelsea LFC,Millie Bright,59,Blocked,Open Play,Left Foot,Half Volley
Chelsea LFC,Magdalena Ericsson,69,Off T,Open Play,Head,Normal
Chelsea LFC,Ramona Bachmann,75,Wayward,Open Play,Head,Normal
Chelsea LFC,Bethany England,75,Wayward,Open Play,Head,Normal
Chelsea LFC,Bethany England,77,Off T,Open Play,Right Foot,Normal
Chelsea LFC,Francesca Kirby,79,Off T,Open Play,Head,Normal
Chelsea LFC,Bethany England,92,Off T,Open Play,Head,Normal
Chelsea LFC,Francesca Kirby,92,Saved,Open Play,Right Foot,Normal
Chelsea LFC,Francesca Kirby,93,Wayward,Open Play,Left Foot,Half Volley
Chelsea LFC,Jonna Andersson,94,Blocked,Open Play,Right Foot,Normal
Arsenal WFC,Jordan Nobbs,4,Blocked,Open Play,Right Foot,Normal
Arsenal WFC,Lia Joelle Wälti,5,Blocked,Open Play,Right Foot,Normal
Yeovil Town LFC,Olivia Fergusson,10,Blocked,Open Play,Right Foot,Normal
Yeovil Town LFC,Anne-Marie Heatherson,10,Wayward,Open Play,Left Foot,Normal
Arsenal WFC,Bethany Mead,13,Off T,Open Play,Right Foot,Normal
Arsenal WFC,Jordan Nobbs,14,Off T,Open Play,Right Foot,Normal
Yeovil Town LFC,Olivia Fergusson,15,Saved,Open Play,Right Foot,Normal
Arsenal WFC,Bethany Mead,19,Goal,Open Play,Right Foot,Half Volley
Arsenal WFC,Dominique Johanna Anna Petronella Janssen,27,Off T,Free Kick,Right Foot,Normal
Arsenal WFC,Kim Little,39,Saved,Open Play,Right Foot,Normal
Arsenal WFC,Emma Mitchell,41,Blocked,Open Play,Right Foot,Normal
Arsenal WFC,Emma Mitchell,46,Off T,Free Kick,Left Foot,Normal
Arsenal WFC,Vivianne Miedema,49,Blocked,Open Play,Right Foot,Half Volley
Arsenal WFC,Katie McCabe,51,Goal,Open Play,Left Foot,Normal
Arsenal WFC,Vivianne Miedema,53,Goal,Open Play,Right Foot,Normal
Arsenal WFC,Vivianne Miedema,55,Saved,Open Play,Right Foot,Normal
Arsenal WFC,Louise Quinn,56,Saved,Open Play,Head,Normal
Arsenal WFC,Kim Little,57,Off T,Free Kick,Right Foot,Normal
Arsenal WFC,Bethany Mead,58,Blocked,Open Play,Left Foot,Normal
Arsenal WFC,Lia Joelle Wälti,58,Off T,Open Play,Right Foot,Normal
Arsenal WFC,Jordan Nobbs,63,Saved,Open Play,Right Foot,Normal
Arsenal WFC,Katie McCabe,67,Off T,Open Play,Left Foot,Normal
Arsenal WFC,Jordan Nobbs,75,Goal,Open Play,Right Foot,Normal
Arsenal WFC,Dominique Johanna Anna Petronella Janssen,79,Goal,Open Play,Right Foot,Normal
Yeovil Town LFC,Olivia Fergusson,82,Off T,Open Play,Left Foot,Volley
Yeovil Town LFC,Shannon Albuery,83,Saved,Open Play,Right Foot,Half Volley
Arsenal WFC,Katie McCabe,85,Saved,Open Play,Left Foot,Normal
Arsenal WFC,Kim Little,88,Goal,Open Play,Right Foot,Volley
Arsenal WFC,Dominique Johanna Anna Petronella Janssen,92,Off T,Open Play,Right Foot,Normal
Everton LFC,Claudia Walker,3,Blocked,Open Play,Left Foot,Normal
Everton LFC,Claudia Walker,9,Blocked,Open Play,Right Foot,Normal
Everton LFC,Inessa Kaagman,9,Off T,Open Play,Left Foot,Normal
Manchester City WFC,Georgia Stanway,13,Goal,Open Play,Right Foot,Normal
Everton LFC,Chloe Kelly,14,Wayward,Open Play,Right Foot,Normal
Manchester City WFC,Georgia Stanway,16,Blocked,Open Play,Right Foot,Normal
Everton LFC,Chloe Kelly,19,Off T,Open Play,Right Foot,Normal
Manchester City WFC,Nikita Parris,20,Blocked,Open Play,Right Foot,Normal
Manchester City WFC,Stephanie Houghton,21,Off T,Free Kick,Right Foot,Normal
Manchester City WFC,Caroline Weir,22,Off T,Open Play,Left Foot,Normal
Everton LFC,Claudia Walker,22,Saved,Open Play,Right Foot,Normal
Everton LFC,Claudia Walker,25,Saved,Open Play,Right Foot,Normal
Manchester City WFC,Jennifer Beattie,29,Blocked,Open Play,Head,Normal
Manchester City WFC,Nadia Nadim,29,Off T,Open Play,Right Foot,Normal
Manchester City WFC,Georgia Stanway,34,Blocked,Open Play,Right Foot,Normal
Manchester City WFC,Melissa Lawley,36,Blocked,Open Play,Right Foot,Normal
Everton LFC,Georgia Brougham,39,Off T,Open Play,Head,Normal
Manchester City WFC,Nikita Parris,41,Off T,Open Play,Head,Normal
Manchester City WFC,Georgia Stanway,46,Off T,Open Play,Right Foot,Normal
Manchester City WFC,Jill Louise Scott,48,Saved,Open Play,Head,Normal
Manchester City WFC,Stephanie Houghton,48,Saved,Open Play,Right Foot,Normal
Manchester City WFC,Nikita Parris,59,Saved,Open Play,Right Foot,Normal
Everton LFC,Claudia Walker,61,Post,Open Play,Head,Normal
Manchester City WFC,Nikita Parris,63,Goal,Open Play,Right Foot,Normal
Manchester City WFC,Georgia Stanway,65,Wayward,Open Play,Right Foot,Volley
Manchester City WFC,Nikita Parris,67,Goal,Open Play,Right Foot,Normal
Manchester City WFC,Tessa Wullaert,68,Wayward,Open Play,Right Foot,Normal
Manchester City WFC,Lauren Hemp,71,Blocked,Open Play,Right Foot,Normal
Everton LFC,Gabrielle George,75,Off T,Open Play,Right Foot,Normal
Manchester City WFC,Georgia Stanway,77,Blocked,Open Play,Right Foot,Normal
Manchester City WFC,Gemma Bonner,77,Wayward,Open Play,Right Foot,Normal
Manchester City WFC,Nikita Parris,78,Blocked,Open Play,Right Foot,Backheel
Everton LFC,Hannah Cain,78,Saved,Open Play,Right Foot,Normal
Everton LFC,Chloe Kelly,80,Wayward,Open Play,Left Foot,Normal
Manchester City WFC,Tessa Wullaert,82,Off T,Open Play,Right Foot,Normal
Manchester City WFC,Nikita Parris,88,Off T,Open Play,Head,Normal
Manchester City WFC,Tessa Wullaert,88,Saved,Open Play,Left Foot,Normal
Manchester City WFC,Lauren Hemp,89,Wayward,Open Play,Head,Normal
Manchester City WFC,Claire Emslie,91,Goal,Open Play,Right Foot,Normal
Arsenal WFC,Vivianne Miedema,0,Off T,Open Play,Head,Normal
West Ham United LFC,Jane Ross,1,Blocked,Open Play,Head,Normal
Arsenal WFC,Vivianne Miedema,5,Saved,Open Play,Right Foot,Normal
West Ham United LFC,Kate Longhurst,8,Goal,Open Play,Head,Normal
Arsenal WFC,Vivianne Miedema,10,Saved,Open Play,Right Foot,Normal
Arsenal WFC,Dominique Johanna Anna Petronella Janssen,11,Blocked,Open Play,Head,Normal
Arsenal WFC,Danielle Van de Donk,11,Goal,Open Play,Right Foot,Normal
West Ham United LFC,Leanne Kiernan,16,Saved,Open Play,Right Foot,Normal
West Ham United LFC,Kate Longhurst,16,Goal,Open Play,Right Foot,Normal
Arsenal WFC,Jordan Nobbs,33,Saved,Open Play,Right Foot,Normal
Arsenal WFC,Vivianne Miedema,33,Blocked,Open Play,Right Foot,Normal
Arsenal WFC,Dominique Johanna Anna Petronella Janssen,37,Off T,Open Play,Right Foot,Normal
Arsenal WFC,Louise Quinn,40,Blocked,Open Play,Left Foot,Normal
Arsenal WFC,Danielle Van de Donk,40,Goal,Open Play,Left Foot,Normal
Arsenal WFC,Dominique Johanna Anna Petronella Janssen,42,Saved,Free Kick,Right Foot,Normal
Arsenal WFC,Vivianne Miedema,44,Wayward,Open Play,Left Foot,Normal
Arsenal WFC,Kim Little,46,Off T,Open Play,Right Foot,Normal
West Ham United LFC,Jane Ross,51,Wayward,Open Play,Right Foot,Volley
Arsenal WFC,Vivianne Miedema,59,Blocked,Open Play,Right Foot,Normal
Arsenal WFC,Vivianne Miedema,61,Wayward,Open Play,Head,Normal
Arsenal WFC,Danielle Van de Donk,61,Blocked,Open Play,Right Foot,Normal
Arsenal WFC,Danielle Van de Donk,61,Goal,Open Play,Right Foot,Normal
West Ham United LFC,Alisha Lehmann,63,Wayward,Open Play,Left Foot,Normal
Arsenal WFC,Kim Little,72,Goal,Open Play,Right Foot,Normal
Arsenal WFC,Lia Joelle Wälti,74,Off T,Open Play,Right Foot,Normal
Arsenal WFC,Vivianne Miedema,76,Saved,Open Play,Right Foot,Normal
Arsenal WFC,Vivianne Miedema,77,Wayward,Open Play,Head,Normal
Arsenal WFC,Danielle Van de Donk,79,Saved,Open Play,Right Foot,Normal
West Ham United LFC,Claire Lauren Rafferty,84,Goal,Free Kick,Left Foot,Normal
Arsenal WFC,Jordan Nobbs,87,Post,Open Play,Right Foot,Normal
Arsenal WFC,Kim Little,88,Blocked,Open Play,Right Foot,Normal
Arsenal WFC,Bethany Mead,89,Saved,Open Play,Right Foot,Normal
West Ham United LFC,Brianna Visalli,90,Off T,Open Play,Right Foot,Normal
Liverpool WFC,Jessica Anne Clarke,3,Off T,Open Play,Left Foot,Normal
Liverpool WFC,Niamh Charles,14,Off T,Open Play,Right Foot,Normal
Brighton & Hove Albion WFC,Kayleigh Green,16,Off T,Open Play,Head,Normal
Liverpool WFC,Jessica Anne Clarke,23,Saved,Open Play,Right Foot,Normal
